iter	Logloss
228	0.4036280632
229	0.4035623964
230	0.4034735648
231	0.4033639113
232	0.4032458528
233	0.4031787237
234	0.4031096077
235	0.4030509758
236	0.4030265077
237	0.4029276498
238	0.4027990691
239	0.4027056185
240	0.4025995572
241	0.4025377337
242	0.4024036757
243	0.4022775205
244	0.4021639983
245	0.4020805422
246	0.401977361
247	0.4019112746
248	0.4017683442
249	0.4016559887
250	0.4015311813
251	0.4014449024
252	0.4012681611
253	0.4011549123
254	0.4010540517
255	0.4009483465
256	0.4008444913
257	0.4006816133
258	0.4005819321
259	0.4005299727
260	0.4004157543
261	0.4002946027
262	0.4001606846
263	0.4000400575
264	0.3999368382
265	0.3998038038
266	0.3997398408
267	0.3996413708
268	0.3995776494
269	0.3994806258
270	0.3994193618
271	0.399290959
272	0.3992421627
273	0.3991495387
274	0.3990483443
275	0.3989180311
276	0.3987831084
277	0.3986942069
278	0.3986042563
279	0.3984740416
280	0.3984069856
281	0.3982689222
282	0.3981923771
283	0.3980832895
284	0.39795283
285	0.397842172
286	0.3976963139
287	0.3976207638
288	0.3975146739
289	0.3974113051
290	0.3973245843
291	0.3972617086
292	0.3972008737
293	0.3970830186
294	0.3969565105
295	0.3969074345
296	0.3968424733
297	0.3967510446
298	0.3965991402
299	0.3965149148
300	0.3964079984
301	0.3963059743
302	0.3962558079
303	0.396161054
304	0.3960780207
305	0.3959976864
306	0.3958961773
307	0.3958165932
308	0.3957745584
309	0.3956738917
310	0.3955725384
311	0.3954046472
312	0.3953420512
313	0.3952439054
314	0.3951489162
315	0.3950820573
316	0.3949995422
317	0.3948699347
318	0.394803772
319	0.394699014
320	0.3946150366
321	0.3945148881
322	0.3944237995
323	0.394352169
324	0.3942760118
325	0.3941693815
326	0.3941003927
327	0.3939892737
328	0.3938923931
329	0.3938003222
330	0.3936786811
331	0.393595171
332	0.3934868908
333	0.3933913008
334	0.3932740529
335	0.3932111804
336	0.393139356
337	0.3930778853
338	0.3929725933
339	0.3928643894
340	0.3927553272
341	0.3926883475
342	0.3926871459
343	0.392536904
344	0.3924511242
345	0.3923884201
346	0.3922474607
347	0.3921785641
348	0.3920729764
349	0.3919192791
350	0.3918457603
351	0.3917557144
352	0.391668431
353	0.3915610472
354	0.3914810562
355	0.3913688755
356	0.3912584718
357	0.3911925761
358	0.3910817019
359	0.3909699472
360	0.3908557606
361	0.3907379468
362	0.390635802
363	0.3905176449
364	0.3904001904
365	0.3903324763
366	0.3902545261
367	0.3901418145
368	0.3900187906
369	0.3899120172
370	0.3898479335
371	0.3898111693
372	0.3897432582
373	0.3895780627
374	0.3895245457
375	0.3894247468
376	0.3892780622
377	0.3892016284
378	0.3891547966
379	0.3890391858
380	0.3889287885
381	0.3887971242
382	0.3887081782
383	0.3885772228
384	0.3884612624
385	0.3883794276
386	0.3882897822
387	0.3881796042
388	0.3881068675
389	0.388046093
390	0.3879677614
391	0.3878732204
392	0.3877728526
393	0.387684412
394	0.3875886091
395	0.3875240835
396	0.3874283854
397	0.3873731009
398	0.3872511705
399	0.3871329625
400	0.3869435628
401	0.3868454774
402	0.3868051656
403	0.3867267068
404	0.3865970961
405	0.386497577
406	0.3863924948
407	0.3862855879
408	0.3861810875
409	0.3861329174
410	0.3859845606
411	0.3859074974
412	0.3858270963
413	0.3856905651
414	0.3856011327
415	0.3854557864
416	0.3853766569
417	0.3853239314
418	0.3851329899
419	0.3850872676
420	0.3849959437
421	0.3848792394
422	0.3848590787
423	0.3847809219
424	0.3847014586
425	0.3846218427
426	0.3845241133
427	0.3843943977
428	0.3843422604
429	0.3842648983
430	0.384201587
431	0.3841672707
432	0.3840967941
433	0.3839557234
434	0.3838433647
435	0.383754727
436	0.3836664899
437	0.3835658455
438	0.3835175323
439	0.3834512552
440	0.3833401426
441	0.3832705784
442	0.3831267548
443	0.3830788263
444	0.382933871
445	0.3828197638
446	0.3827295272
447	0.382552201
448	0.382446394
449	0.3823601437
450	0.3823113219
451	0.3822324626
452	0.3821212324
453	0.3820845795
454	0.3820221615
455	0.3819173527
456	0.3818424066
457	0.381695083
458	0.3816396109
459	0.3815972519
460	0.3815422376
461	0.3814324284
462	0.3813528633
463	0.3812322617
464	0.3811785762
465	0.3810879072
466	0.3809298992
467	0.3808569082
468	0.3807857227
469	0.3806711515
470	0.3806162707
471	0.3805761464
472	0.3805173715
473	0.380407718
474	0.3803068892
475	0.3802288087
476	0.3801443195
477	0.3800329622
478	0.3799237855
479	0.3798262755
480	0.3797602399
481	0.3796723906
482	0.3796700605
483	0.3795833651
484	0.3794561831
485	0.3793489011
486	0.3793143781
487	0.3792053699
488	0.3791345215
489	0.3790517648
490	0.3789695899
491	0.3788734182
492	0.3787546349
493	0.3786388048
494	0.3785414823
495	0.3784588782
496	0.378360246
497	0.3783160814
498	0.3782424037
499	0.3781783644
500	0.3780660311
501	0.3779149914
502	0.3778392474
503	0.3778351561
504	0.3777377097
505	0.3776969814
506	0.377647438
507	0.3775717036
508	0.3774619452
509	0.3774310271
510	0.3773159599
511	0.3772318204
512	0.3771719678
513	0.3771004995
514	0.377026097
515	0.3768964354
516	0.3768111261
517	0.3766781076
518	0.3766249371
519	0.3765343761
520	0.3764400927
521	0.3763468933
522	0.3762308057
523	0.3760668405
524	0.3760068035
525	0.37596838
526	0.3759061623
527	0.3758595975
528	0.3757473977
529	0.3756521416
530	0.3755707804
531	0.3755319818
532	0.3754750315
533	0.375361894
534	0.3752702268
535	0.3751554521
536	0.3750087229
537	0.3748995654
538	0.3748670101
539	0.3747455851
540	0.3746466605
541	0.3745997842
542	0.3745039527
543	0.3744538339
544	0.3743688361
545	0.3742314529
546	0.374125824
547	0.3740335274
548	0.373918279
549	0.3738088544
550	0.3737473965
551	0.3736503665
552	0.3735676956
553	0.373486379
554	0.3734172249
555	0.3733343124
556	0.3732541593
557	0.3732039007
558	0.3730319627
559	0.372944444
560	0.3728724098
561	0.3727907785
562	0.372734801
563	0.3726400789
564	0.3725289758
565	0.3724018542
566	0.3723365275
567	0.3722638162
568	0.3721867657
569	0.3721239471
570	0.3719685682
571	0.3718531863
572	0.3717829259
573	0.3716604805
574	0.371559639
575	0.371446406
576	0.3713765367
577	0.371232748
578	0.3711518733
579	0.3710644468
580	0.3709276962
581	0.3708542124
582	0.3707357979
583	0.3706150881
584	0.3705191739
585	0.3704441992
586	0.3703579458
587	0.3702602482
588	0.3701824125
589	0.3701034673
590	0.3700093142
591	0.3699422137
592	0.3698804506
593	0.3697953161
594	0.3697394911
595	0.36965415
596	0.3695525614
597	0.3694644737
598	0.3693293254
599	0.3692761803
600	0.3692214616
601	0.3691104285
602	0.369026343
603	0.3689141242
604	0.3688456885
605	0.3687911638
606	0.3687162781
607	0.368618288
608	0.3685334396
609	0.3684472624
610	0.3683970928
611	0.3682535585
612	0.3681725407
613	0.3680713272
614	0.3679669444
615	0.3678587691
616	0.3677290344
617	0.3676464272
618	0.3675452423
619	0.3674785741
620	0.3673894755
621	0.3673287328
622	0.3672162024
623	0.3670930926
624	0.3670076625
625	0.3669527976
626	0.3668934949
627	0.3667939218
628	0.3667382304
629	0.3666257954
630	0.3665024916
631	0.3664064248
632	0.3663229656
633	0.3662667656
634	0.3661716525
635	0.3660822837
636	0.3660273933
637	0.365925471
638	0.3658548832
639	0.3657230536
640	0.3656383514
641	0.3655885696
642	0.3655203215
643	0.3654564508
644	0.3653602759
645	0.3652737236
646	0.3652035681
647	0.3650873725
648	0.364995025
649	0.3649136861
650	0.3648342927
651	0.3647268613
652	0.3646112061
653	0.3645444997
654	0.3644382763
655	0.3643701776
656	0.3642554061
657	0.3641874981
658	0.3641157087
659	0.3640497271
660	0.3639648088
661	0.3638318761
662	0.363716774
663	0.3636314042
664	0.3635406971
665	0.3634825706
666	0.3634472179
667	0.3633231227
668	0.3632105796
669	0.3631166903
670	0.3630236626
671	0.3629484177
672	0.3628954252
673	0.3628291353
674	0.3627304522
675	0.362626365
676	0.3625689189
677	0.3625039164
678	0.3623599116
679	0.3623033841
680	0.3622423903
681	0.3621673711
682	0.3620930004
683	0.3619794337
684	0.3619403585
685	0.3618709628
686	0.3617929268
687	0.3616745345
688	0.3616114457
689	0.3615760708
690	0.3614697425
691	0.3614032873
692	0.3613341777
693	0.3612267272
694	0.3611925729
695	0.3611374219
696	0.3610274919
697	0.3609092871
698	0.3608258152
699	0.3607370218
700	0.3606059456
701	0.3605360635
702	0.3604673735
703	0.3604241435
704	0.3603883457
705	0.3603117816
706	0.3602432315
707	0.3601952426
708	0.3601339563
709	0.3601253319
710	0.3600039864
711	0.3599182479
712	0.35989851
713	0.3597893047
714	0.3597296524
715	0.3596226279
716	0.3595187346
717	0.359517711
718	0.3594626872
719	0.3593658161
720	0.3592885399
721	0.359217062
722	0.3591560459
723	0.3590600046
724	0.3589719804
725	0.3589240964
726	0.358879048
727	0.3588206959
728	0.3586834081
729	0.3586066182
730	0.3585477289
731	0.3584421921
732	0.3583455404
733	0.3582923158
734	0.3581676579
735	0.3581199106
736	0.3580287488
737	0.3579229101
738	0.3578597132
739	0.3577768803
740	0.3577204959
741	0.3576233991
742	0.3575431188
743	0.3574361006
744	0.3573753707
745	0.3573167038
746	0.3572253068
747	0.3571346124
748	0.3570252959
749	0.3569211483
750	0.3568644524
751	0.3568013763
752	0.3567714341
753	0.3566943169
754	0.3566350333
755	0.3565604464
756	0.3564958
757	0.356492087
758	0.356370999
759	0.3562973181
760	0.3561738714
761	0.3561348279
762	0.3560680866
763	0.3560062313
764	0.3559119829
765	0.3558120219
766	0.3557512029
767	0.3556552251
768	0.3555390708
769	0.3554827627
770	0.3554023647
771	0.3554010614
772	0.3552977117
773	0.3552443409
774	0.3551598867
775	0.3550439135
776	0.3549932289
777	0.3548918533
778	0.3547568671
779	0.3546288172
780	0.3545847225
781	0.3545119476
782	0.3544487635
783	0.3543849627
784	0.3543074322
785	0.354252224
786	0.3541584078
787	0.3540895112
788	0.3540477721
789	0.354027729
790	0.3539400482
791	0.3539366055
792	0.3538557529
793	0.3537392235
794	0.3536280092
795	0.3535392253
796	0.3534193738
797	0.3533138339
798	0.353175443
799	0.3531050777
800	0.3530381838
801	0.3529574966
802	0.3529263496
803	0.3528697109
804	0.3527922535
805	0.3526506297
806	0.3525179672
807	0.3524383895
808	0.3523054918
809	0.3523042393
810	0.3521814664
811	0.3521277364
812	0.3520529429
813	0.3519798565
814	0.3518816757
815	0.3517645518
816	0.3516414738
817	0.351509107
818	0.3514287472
819	0.3513775921
820	0.3512898254
821	0.3512216409
822	0.3511450704
823	0.3510277367
824	0.3509293906
825	0.3508855597
826	0.3507891687
827	0.3507645734
828	0.3506888739
829	0.3506049569
830	0.3505749226
831	0.3505002499
832	0.3504554272
833	0.3503711828
834	0.3503433037
835	0.3502704589
836	0.3501458104
837	0.3500123533
838	0.3499191729
839	0.3498151747
840	0.3497242864
841	0.3496157742
842	0.3494871171
843	0.3493988005
844	0.3493087451
845	0.3492304103
846	0.3491451867
847	0.3490835317
848	0.3490017319
849	0.3489057763
850	0.3489043077
851	0.3488846842
852	0.3487697156
853	0.3486862342
854	0.3486265151
855	0.3485783736
856	0.3484784381
857	0.3484201368
858	0.3483761279
859	0.3482843717
860	0.3481918621
861	0.348175265
862	0.348114783
863	0.3480277793
864	0.3479903666
865	0.3479300022
866	0.3478363832
867	0.3476830069
868	0.3475674661
869	0.3475327396
870	0.3474529235
871	0.3473221016
872	0.3472363281
873	0.3471230443
874	0.3470456664
875	0.34693621
876	0.3469248867
877	0.3468616009
878	0.3467707761
879	0.3466979186
880	0.3466443507
881	0.3465608978
882	0.346442372
883	0.3463787842
884	0.3462621593
885	0.3461545531
886	0.3460851256
887	0.3460255718
888	0.3459948858
889	0.345933911
890	0.3458842246
891	0.3457936287
892	0.3457310804
893	0.3456030687
894	0.3455247402
895	0.3454495557
896	0.3453431638
897	0.3452762508
898	0.3451987521
899	0.3451037407
900	0.3449582418
901	0.3448709234
902	0.3448071512
903	0.3446998151
904	0.3445917702
905	0.34452034
906	0.3444378662
907	0.3443359915
908	0.3442573102
909	0.3441576004
910	0.3440903441
911	0.3439524555
912	0.3438737329
913	0.3438016383
914	0.3437620385
915	0.343713452
916	0.3436317889
917	0.3435634708
918	0.3435054874
919	0.3434908899
920	0.343444767
921	0.3433522383
922	0.3433507919
923	0.3432331212
924	0.3431595548
925	0.3431256262
926	0.3430657323
927	0.3429809697
928	0.3429406643
929	0.3429087003
930	0.3428825347
931	0.3428240299
932	0.3427291425
933	0.3426215967
934	0.3425413672
935	0.3424863942
936	0.3424379317
937	0.3423910141
938	0.342340676
939	0.3422665183
940	0.3422161579
941	0.3421552626
942	0.3420726967
943	0.3420013364
944	0.3419376532
945	0.3419072119
946	0.3418399016
947	0.3417809137
948	0.3417036947
949	0.3416042837
950	0.3415256723
951	0.3414365323
952	0.341359965
953	0.3412637552
954	0.3411761729
955	0.3410655467
956	0.3410258802
957	0.3409576829
958	0.3409201304
959	0.3408591461
960	0.3408495204
961	0.3408086046
962	0.3407445399
963	0.3406725534
964	0.3406250858
965	0.3405266158
966	0.3404317665
967	0.3403968652
968	0.3402860387
969	0.340240291
970	0.3402079741
971	0.3400927258
972	0.3400285021
973	0.3399382909
974	0.3398723793
975	0.3397725995
976	0.3397314072
977	0.3396501605
978	0.3396221288
979	0.339576842
980	0.3395177619
981	0.3394438012
982	0.3393693733
983	0.3392991384
984	0.3392292468
985	0.3391186237
986	0.3390370337
987	0.3389648215
988	0.3388407834
989	0.3387630272
990	0.3386847432
991	0.3386144034
992	0.3385793432
993	0.3385046355
994	0.338424813
995	0.3383910561
996	0.3383360926
997	0.3382626979
998	0.3382212385
999	0.3381938235
